timestamp,irradiance,cloud_cover,temperature,wind_speed,solar_generation_MW,wind_generation_MW,demand_MW,hour,day_of_year,hour_sin,hour_cos,doy_sin,doy_cos,target_pct_capacity_solar,target_pct_capacity_wind
2021-09-01 00:00:00,0.0,100,26.1,1.42,132.77365599582842,0.0,28464.576879563632,0,244,0.0,1.0,-0.8717063187093217,-0.4900286664290594,0.005310946239833136,0.0
2021-09-01 01:00:00,0.0,99,25.9,1.17,0.0,0.0,32370.840128558022,1,244,0.25881904510252074,0.9659258262890683,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 02:00:00,0.0,99,25.8,2.0,0.0,0.0,29894.729444824912,2,244,0.49999999999999994,0.8660254037844387,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 03:00:00,0.0,99,25.5,2.06,0.0,0.0,30737.776082050306,3,244,0.7071067811865476,0.7071067811865476,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 04:00:00,0.0,98,25.4,1.99,67.9089423535564,0.0,33071.79927376118,4,244,0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594,0.002716357694142256,0.0
2021-09-01 05:00:00,0.0,100,25.9,1.4,323.2136067392521,0.0,35123.599050963596,5,244,0.9659258262890683,0.25881904510252074,-0.8717063187093217,-0.4900286664290594,0.012928544269570083,0.0
2021-09-01 06:00:00,0.0,100,26.1,1.49,0.0,0.0,34566.39133294798,6,244,1.0,6.123233995736766e-17,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 07:00:00,24.0,100,26.5,2.12,0.0,0.0,35256.282972698275,7,244,0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 08:00:00,64.0,100,26.8,2.69,0.0,0.0,36537.54226182061,8,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 09:00:00,183.0,100,27.6,3.32,1116.4323092041786,0.9361979249042369,39021.603459685284,9,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594,0.044657292368167144,4.680989624521185e-05
2021-09-01 10:00:00,237.0,100,28.3,2.89,1628.4117781740292,0.0,39001.37369284515,10,244,0.49999999999999994,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594,0.06513647112696117,0.0
2021-09-01 11:00:00,530.0,100,29.5,1.87,2166.136518895957,0.0,39159.290015440165,11,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594,0.08664546075583829,0.0
2021-09-01 12:00:00,382.0,100,29.6,1.2,2121.9547927622602,0.0,41772.520831224676,12,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594,0.08487819171049041,0.0
2021-09-01 13:00:00,335.0,99,29.0,0.92,1385.5114375571482,0.0,39088.104129267376,13,244,-0.2588190451025208,-0.9659258262890683,-0.8717063187093217,-0.4900286664290594,0.05542045750228593,0.0
2021-09-01 14:00:00,490.0,96,29.7,0.36,3901.497555548614,0.0,38491.582192211674,14,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,0.15605990222194455,0.0
2021-09-01 15:00:00,349.0,100,29.7,1.25,2626.8975082518314,0.0,36726.36412726919,15,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,0.10507590033007326,0.0
2021-09-01 16:00:00,216.0,100,28.7,1.77,2686.126366896927,0.0,37052.55923376548,16,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,0.10744505467587707,0.0
2021-09-01 17:00:00,89.0,100,29.1,1.22,922.3483214092673,0.0,37236.84771111084,17,244,-0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594,0.036893932856370694,0.0
2021-09-01 18:00:00,46.0,100,26.9,1.81,340.597259332999,0.0,34179.22352542472,18,244,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594,0.01362389037331996,0.0
2021-09-01 19:00:00,2.0,100,26.5,1.56,243.2880063349376,0.0,33772.01847428234,19,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594,0.009731520253397503,0.0
2021-09-01 20:00:00,0.0,100,26.3,1.57,482.62327947445266,0.0,32842.55649373367,20,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594,0.019304931178978108,0.0
2021-09-01 21:00:00,0.0,100,26.0,1.56,0.0,0.0,30375.902299523164,21,244,-0.7071067811865477,0.7071067811865474,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-01 22:00:00,0.0,100,26.1,1.52,334.50481359692634,0.0,32974.07333620967,22,244,-0.5000000000000004,0.8660254037844384,-0.8717063187093217,-0.4900286664290594,0.013380192543877054,0.0
2021-09-01 23:00:00,0.0,97,25.9,2.44,0.0,0.0,28251.28115235307,23,244,-0.25881904510252157,0.9659258262890681,-0.8717063187093217,-0.4900286664290594,0.0,0.0
2021-09-02 00:00:00,0.0,99,25.9,3.45,0.0,2.5495338918664134,30305.602276066475,0,245,0.0,1.0,-0.8800122039735356,-0.4749510720670502,0.0,0.00012747669459332067
2021-09-02 01:00:00,0.0,98,25.6,3.19,0.0,0.181189938110603,31099.360602940586,1,245,0.25881904510252074,0.9659258262890683,-0.8800122039735356,-0.4749510720670502,0.0,9.05949690553015e-06
2021-09-02 02:00:00,0.0,98,25.3,3.58,284.03231065607974,5.018402862423656,30327.055092060666,2,245,0.49999999999999994,0.8660254037844387,-0.8800122039735356,-0.4749510720670502,0.01136129242624319,0.0002509201431211828
2021-09-02 03:00:00,0.0,94,25.1,3.61,0.0,6.083315409625098,30145.786771510684,3,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502,0.0,0.00030416577048125493
2021-09-02 04:00:00,0.0,100,25.1,3.55,329.30285524283676,4.5921462431762645,33421.239508336024,4,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502,0.013172114209713471,0.00022960731215881323
2021-09-02 05:00:00,0.0,62,24.9,2.33,699.0412208466988,0.0,34023.28486105751,5,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502,0.027961648833867953,0.0
2021-09-02 06:00:00,0.0,100,25.0,2.64,709.5719244779167,0.0,33883.54725909421,6,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502,0.028382876979116668,0.0
2021-09-02 07:00:00,24.0,100,25.5,3.67,0.0,8.400162233395967,34979.05897844365,7,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502,0.0,0.0004200081116697984
2021-09-02 08:00:00,73.0,100,26.0,4.24,0.0,51.58161945733688,36978.90977077244,8,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502,0.0,0.002579080972866844
2021-09-02 09:00:00,137.0,94,26.8,3.26,995.8342209841892,0.4906516162797045,38649.57004290362,9,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502,0.03983336883936757,2.4532580813985223e-05
2021-09-02 10:00:00,408.0,65,28.7,3.1,5560.772003234084,0.026966048038377353,37951.90895142628,10,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502,0.22243088012936335,1.3483024019188677e-06
2021-09-02 11:00:00,585.0,58,30.0,3.38,7099.476144552911,1.5273393311572585,39307.79663061668,11,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502,0.28397904578211647,7.636696655786293e-05
2021-09-02 12:00:00,642.0,46,31.2,3.67,9337.065045871894,8.045625832799784,40896.51780146002,12,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502,0.37348260183487575,0.0004022812916399892
2021-09-02 13:00:00,726.0,60,31.1,5.13,9068.45611106206,266.7501776222022,40065.98733092365,13,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502,0.36273824444248237,0.013337508881110112
2021-09-02 14:00:00,548.0,51,29.6,5.79,6770.276002375722,580.8168750596448,40437.87883521551,14,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502,0.2708110400950289,0.02904084375298224
2021-09-02 15:00:00,475.0,83,29.1,5.53,3963.2385781203757,442.3574295355874,37723.27884552835,15,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502,0.15852954312481501,0.02211787147677937
2021-09-02 16:00:00,308.0,86,29.2,4.61,2764.6955726063916,111.76708116802898,36930.129773069035,16,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502,0.11058782290425566,0.005588354058401449
2021-09-02 17:00:00,218.0,82,28.6,4.02,2823.3317302289997,28.19574043620361,35623.91647615075,17,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502,0.11293326920915998,0.0014097870218101806
2021-09-02 18:00:00,97.0,30,28.4,3.45,1297.3592056085222,2.378611352536689,34347.26039923291,18,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502,0.05189436822434089,0.00011893056762683445
2021-09-02 19:00:00,5.0,22,27.6,4.31,760.3343723283706,62.39111262803781,34300.930599521955,19,245,-0.9659258262890684,0.2588190451025203,-0.8800122039735356,-0.4749510720670502,0.030413374893134823,0.0031195556314018904
2021-09-02 20:00:00,0.0,45,27.1,5.1,0.0,264.04780569392165,33470.39740700116,20,245,-0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502,0.0,0.013202390284696082
2021-09-02 21:00:00,0.0,54,26.7,5.09,665.42598074746,250.8459228295745,31227.948993981787,21,245,-0.7071067811865477,0.7071067811865474,-0.8800122039735356,-0.4749510720670502,0.0266170392298984,0.012542296141478726
