timestamp,irradiance,cloud_cover,temperature,wind_speed,solar_generation_MW,wind_generation_MW,demand_MW
2021-09-01 00:00:00,0.0,100,26.1,1.42,132.77365599582842,0.0,28464.576879563632
2021-09-01 01:00:00,0.0,99,25.9,1.17,0.0,0.0,32370.840128558022
2021-09-01 02:00:00,0.0,99,25.8,2.0,0.0,0.0,29894.729444824912
2021-09-01 03:00:00,0.0,99,25.5,2.06,0.0,0.0,30737.776082050306
2021-09-01 04:00:00,0.0,98,25.4,1.99,67.9089423535564,0.0,33071.79927376118
2021-09-01 05:00:00,0.0,100,25.9,1.4,323.2136067392521,0.0,35123.599050963596
2021-09-01 06:00:00,0.0,100,26.1,1.49,0.0,0.0,34566.39133294798
2021-09-01 07:00:00,24.0,100,26.5,2.12,0.0,0.0,35256.282972698275
2021-09-01 08:00:00,64.0,100,26.8,2.69,0.0,0.0,36537.54226182061
2021-09-01 09:00:00,183.0,100,27.6,3.32,1116.4323092041786,0.9361979249042369,39021.603459685284
2021-09-01 10:00:00,237.0,100,28.3,2.89,1628.4117781740292,0.0,39001.37369284515
2021-09-01 11:00:00,530.0,100,29.5,1.87,2166.136518895957,0.0,39159.290015440165
2021-09-01 12:00:00,382.0,100,29.6,1.2,2121.9547927622602,0.0,41772.520831224676
2021-09-01 13:00:00,335.0,99,29.0,0.92,1385.5114375571482,0.0,39088.104129267376
2021-09-01 14:00:00,490.0,96,29.7,0.36,3901.497555548614,0.0,38491.582192211674
2021-09-01 15:00:00,349.0,100,29.7,1.25,2626.8975082518314,0.0,36726.36412726919
2021-09-01 16:00:00,216.0,100,28.7,1.77,2686.126366896927,0.0,37052.55923376548
2021-09-01 17:00:00,89.0,100,29.1,1.22,922.3483214092673,0.0,37236.84771111084
2021-09-01 18:00:00,46.0,100,26.9,1.81,340.597259332999,0.0,34179.22352542472
2021-09-01 19:00:00,2.0,100,26.5,1.56,243.2880063349376,0.0,33772.01847428234
2021-09-01 20:00:00,0.0,100,26.3,1.57,482.62327947445266,0.0,32842.55649373367
2021-09-01 21:00:00,0.0,100,26.0,1.56,0.0,0.0,30375.902299523164
2021-09-01 22:00:00,0.0,100,26.1,1.52,334.50481359692634,0.0,32974.07333620967
2021-09-01 23:00:00,0.0,97,25.9,2.44,0.0,0.0,28251.28115235307
2021-09-02 00:00:00,0.0,99,25.9,3.45,0.0,2.5495338918664134,30305.602276066475
2021-09-02 01:00:00,0.0,98,25.6,3.19,0.0,0.181189938110603,31099.360602940586
2021-09-02 02:00:00,0.0,98,25.3,3.58,284.03231065607974,5.018402862423656,30327.055092060666
2021-09-02 03:00:00,0.0,94,25.1,3.61,0.0,6.083315409625098,30145.786771510684
2021-09-02 04:00:00,0.0,100,25.1,3.55,329.30285524283676,4.5921462431762645,33421.239508336024
2021-09-02 05:00:00,0.0,62,24.9,2.33,699.0412208466988,0.0,34023.28486105751
2021-09-02 06:00:00,0.0,100,25.0,2.64,709.5719244779167,0.0,33883.54725909421
2021-09-02 07:00:00,24.0,100,25.5,3.67,0.0,8.400162233395967,34979.05897844365
2021-09-02 08:00:00,73.0,100,26.0,4.24,0.0,51.58161945733688,36978.90977077244
2021-09-02 09:00:00,137.0,94,26.8,3.26,995.8342209841892,0.4906516162797045,38649.57004290362
2021-09-02 10:00:00,408.0,65,28.7,3.1,5560.772003234084,0.026966048038377353,37951.90895142628
2021-09-02 11:00:00,585.0,58,30.0,3.38,7099.476144552911,1.5273393311572585,39307.79663061668
2021-09-02 12:00:00,642.0,46,31.2,3.67,9337.065045871894,8.045625832799784,40896.51780146002
2021-09-02 13:00:00,726.0,60,31.1,5.13,9068.45611106206,266.7501776222022,40065.98733092365
2021-09-02 14:00:00,548.0,51,29.6,5.79,6770.276002375722,580.8168750596448,40437.87883521551
2021-09-02 15:00:00,475.0,83,29.1,5.53,3963.2385781203757,442.3574295355874,37723.27884552835
2021-09-02 16:00:00,308.0,86,29.2,4.61,2764.6955726063916,111.76708116802898,36930.129773069035
2021-09-02 17:00:00,218.0,82,28.6,4.02,2823.3317302289997,28.19574043620361,35623.91647615075
2021-09-02 18:00:00,97.0,30,28.4,3.45,1297.3592056085222,2.378611352536689,34347.26039923291
2021-09-02 19:00:00,5.0,22,27.6,4.31,760.3343723283706,62.39111262803781,34300.930599521955
2021-09-02 20:00:00,0.0,45,27.1,5.1,0.0,264.04780569392165,33470.39740700116
2021-09-02 21:00:00,0.0,54,26.7,5.09,665.42598074746,250.8459228295745,31227.948993981787
2021-09-02 22:00:00,0.0,20,26.4,5.02,0.0,221.7604486223925,28696.0801541498
2021-09-02 23:00:00,0.0,48,26.1,4.52,755.4729239348083,101.09213885779353,31936.04622648307
2021-09-03 00:00:00,0.0,100,25.9,4.53,628.5237816848254,99.28484488792012,29309.243365327053
2021-09-03 01:00:00,0.0,88,25.8,4.36,193.95238205260648,71.54815525393572,30797.462787012882
2021-09-03 02:00:00,0.0,100,25.7,4.22,98.05926697162272,49.891664331022874,30252.623267661093
2021-09-03 03:00:00,0.0,94,25.7,4.17,0.0,43.11529524049407,32277.85328160932
2021-09-03 04:00:00,0.0,88,25.7,4.3,0.0,61.30726177934574,31501.87620328078
2021-09-03 05:00:00,0.0,100,25.6,3.62,0.0,6.356511116353229,33585.680695086776
2021-09-03 06:00:00,0.0,100,25.6,3.7,0.0,8.896107028681952,34920.916531796924
2021-09-03 07:00:00,46.0,100,26.2,3.45,152.54234940936544,2.4082262031111012,36971.06449850476
2021-09-03 08:00:00,134.0,73,26.7,3.71,536.4308218397098,9.812321648831343,37871.56066801547
2021-09-03 09:00:00,287.0,59,27.5,3.76,3111.217361607652,12.050466664202602,40404.69602208299
2021-09-03 10:00:00,511.0,39,28.7,4.21,8416.74427353215,49.66040889779091,39878.53264424526
2021-09-03 11:00:00,618.0,51,29.7,4.33,7927.351847439014,64.67307410061642,39599.746698207404
2021-09-03 12:00:00,702.0,61,30.3,4.75,8791.025320153498,141.51680412358033,39905.34740348851
2021-09-03 13:00:00,606.0,70,30.2,4.49,6168.845581395143,92.73827248561723,39633.35905723732
2021-09-03 14:00:00,603.0,54,29.5,5.29,7914.286919483951,325.2225573399681,41648.800613406034
2021-09-03 15:00:00,563.0,73,30.3,6.14,5393.309452966997,866.8192420084524,38230.82487823627
